id,Store,Date,Temperature,Fuel_Price,Promotion1,Promotion2,Promotion3,Promotion4,Promotion5,Unemployment,IsHoliday,Weekly_Sales
146,2,19/03/2010,54.52,2.72,,,,,,8.324,False,1946070.88
147,2,26/03/2010,51.26,2.732,,,,,,8.324,False,1750197.81
148,2,02/04/2010,63.27,2.719,,,,,,8.2,False,2066187.72
149,2,09/04/2010,65.41,2.77,,,,,,8.2,False,1954689.21
150,2,16/04/2010,68.07,2.808,,,,,,8.2,False,1874957.94
151,2,23/04/2010,65.11,2.795,,,,,,8.2,False,1821990.93
152,2,30/04/2010,66.98,2.78,,,,,,8.2,False,1802450.29
153,2,07/05/2010,71.28,2.835,,,,,,8.2,False,2042581.71
154,2,14/05/2010,73.31,2.854,,,,,,8.2,False,1880752.36
155,2,21/05/2010,74.83,2.826,,,,,,8.2,False,1896937.1
156,2,28/05/2010,81.13,2.759,,,,,,8.2,False,1957113.89
157,2,04/06/2010,81.81,2.705,,,,,,8.2,False,2102539.93
158,2,11/06/2010,83.4,2.668,,,,,,8.2,False,2025538.76
159,2,18/06/2010,85.81,2.637,,,,,,8.2,False,2001636.96
160,2,25/06/2010,86.26,2.653,,,,,,8.2,False,1939927.09
161,2,02/07/2010,82.74,2.669,,,,,,8.099,False,2003940.64
162,2,09/07/2010,82.59,2.642,,,,,,8.099,False,1880902.62
163,2,16/07/2010,85.32,2.623,,,,,,8.099,False,1845879.79
164,2,23/07/2010,87.66,2.608,,,,,,8.099,False,1781717.71
165,2,30/07/2010,83.49,2.64,,,,,,8.099,False,1804246.16
166,2,06/08/2010,89.53,2.627,,,,,,8.099,False,1991909.98
167,2,13/08/2010,89.05,2.692,,,,,,8.099,False,1895601.05
168,2,20/08/2010,88.7,2.664,,,,,,8.099,False,1964335.23
169,2,27/08/2010,87.12,2.619,,,,,,8.099,False,1863840.49
170,2,03/09/2010,81.83,2.577,,,,,,8.099,False,1904608.09
171,2,10/09/2010,79.09,2.565,,,,,,8.099,True,1839128.83
172,2,17/09/2010,82.05,2.582,,,,,,8.099,False,1793903.6
173,2,24/09/2010,81.79,2.624,,,,,,8.099,False,1724557.22
174,2,01/10/2010,69.24,2.603,,,,,,8.163,False,1827440.43
175,2,08/10/2010,63.19,2.633,,,,,,8.163,False,1849921.44
176,2,15/10/2010,65.8,2.72,,,,,,8.163,False,1794355.49
177,2,22/10/2010,68.5,2.725,,,,,,8.163,False,1737947.64
178,2,29/10/2010,66.24,2.716,,,,,,8.163,False,1802755.11
179,2,05/11/2010,57.85,2.689,,,,,,8.163,False,1939061.41
180,2,12/11/2010,59.69,2.728,,,,,,8.163,False,1916812.74
181,2,19/11/2010,50.81,2.771,,,,,,8.163,False,1956739.17
182,2,26/11/2010,62.98,2.735,,,,,,8.163,True,2658725.29
183,2,03/12/2010,49.33,2.708,,,,,,8.163,False,2015781.27
184,2,10/12/2010,45.5,2.843,,,,,,8.163,False,2378726.55
185,2,17/12/2010,47.55,2.869,,,,,,8.163,False,2609166.75
186,2,24/12/2010,49.97,2.886,,,,,,8.163,False,3436007.68
187,2,31/12/2010,47.3,2.943,,,,,,8.163,True,1750434.55
188,2,07/01/2011,44.69,2.976,,,,,,8.028,False,1758050.79
189,2,14/01/2011,33.02,2.983,,,,,,8.028,False,1744193.58
190,2,21/01/2011,41.4,3.016,,,,,,8.028,False,1751384.9
191,2,28/01/2011,42.83,3.01,,,,,,8.028,False,1695371.68
192,2,04/02/2011,38.25,2.989,,,,,,8.028,False,1929346.23
193,2,11/02/2011,33.19,3.022,,,,,,8.028,True,2168041.61
194,2,18/02/2011,57.83,3.045,,,,,,8.028,False,2080884.82
195,2,25/02/2011,60.8,3.065,,,,,,8.028,False,1833511.08
196,2,04/03/2011,57.77,3.288,,,,,,8.028,False,1981607.78
197,2,11/03/2011,52.7,3.459,,,,,,8.028,False,1879107.31
198,2,18/03/2011,62.32,3.488,,,,,,8.028,False,1902557.66
199,2,25/03/2011,69.42,3.473,,,,,,8.028,False,1766162.05
200,2,01/04/2011,55.43,3.524,,,,,,7.931,False,1800171.36
201,2,08/04/2011,67.0,3.622,,,,,,7.931,False,1847552.61
202,2,15/04/2011,69.48,3.743,,,,,,7.931,False,1856467.84
203,2,22/04/2011,69.39,3.807,,,,,,7.931,False,1886339.6
204,2,29/04/2011,69.21,3.81,,,,,,7.931,False,1745545.28
205,2,06/05/2011,61.48,3.906,,,,,,7.931,False,1837743.6
206,2,13/05/2011,74.61,3.899,,,,,,7.931,False,1838513.07
207,2,20/05/2011,67.14,3.907,,,,,,7.931,False,1688281.86
208,2,27/05/2011,76.42,3.786,,,,,,7.931,False,1797732.56
209,2,03/06/2011,83.07,3.699,,,,,,7.931,False,1933756.21
210,2,10/06/2011,83.4,3.648,,,,,,7.931,False,1929153.16
211,2,17/06/2011,86.53,3.637,,,,,,7.931,False,1953771.99
212,2,24/06/2011,85.17,3.594,,,,,,7.931,False,1790925.8
213,2,01/07/2011,85.69,3.524,,,,,,7.852,False,1866243.0
214,2,08/07/2011,87.7,3.48,,,,,,7.852,False,1853161.99
215,2,15/07/2011,89.83,3.575,,,,,,7.852,False,1785187.29
216,2,22/07/2011,89.34,3.651,,,,,,7.852,False,1743816.41
217,2,29/07/2011,90.07,3.682,,,,,,7.852,False,1680693.06
218,2,05/08/2011,93.34,3.684,,,,,,7.852,False,1876704.26
219,2,12/08/2011,91.58,3.638,,,,,,7.852,False,1812768.26
220,2,19/08/2011,89.86,3.554,,,,,,7.852,False,1844094.59
221,2,26/08/2011,90.45,3.523,,,,,,7.852,False,1821139.91
222,2,02/09/2011,89.64,3.533,,,,,,7.852,False,1809119.7
223,2,09/09/2011,77.97,3.546,,,,,,7.852,True,1748000.65
224,2,16/09/2011,78.85,3.526,,,,,,7.852,False,1691439.52
225,2,23/09/2011,75.58,3.467,,,,,,7.852,False,1669299.78
226,2,30/09/2011,78.14,3.355,,,,,,7.852,False,1650394.44
227,2,07/10/2011,69.92,3.285,,,,,,7.441,False,1837553.43
228,2,14/10/2011,71.67,3.274,,,,,,7.441,False,1743882.19
229,2,21/10/2011,64.53,3.353,,,,,,7.441,False,1834680.25
230,2,28/10/2011,65.87,3.372,,,,,,7.441,False,1769296.25
231,2,04/11/2011,55.53,3.332,,,,,,7.441,False,1959707.9
232,2,11/11/2011,59.33,3.297,10797.64,20445.0,443.32,4754.07,4787.16,7.441,False,1920725.15
233,2,18/11/2011,62.01,3.308,6490.92,1217.76,152.12,873.82,7656.42,7.441,False,1902762.5
234,2,25/11/2011,56.36,3.236,919.71,62.0,77451.26,23.0,1589.43,7.441,True,2614202.3
235,2,02/12/2011,48.74,3.172,8010.99,83.47,1897.27,4444.0,28238.93,7.441,False,1954952.0
236,2,09/12/2011,41.76,3.158,11472.59,40.0,306.43,4160.55,8899.08,7.441,False,2290549.32
237,2,16/12/2011,50.13,3.159,4908.83,61.03,341.49,469.8,4744.27,7.441,False,2432736.52
238,2,23/12/2011,46.66,3.112,2971.04,15.18,1501.75,88.76,6437.61,7.441,False,3224369.8
239,2,30/12/2011,44.57,3.129,8321.44,92523.94,139.53,1515.4,3027.69,7.441,True,1874226.52
240,2,06/01/2012,46.75,3.157,5886.72,37454.29,121.16,2388.92,7103.97,7.057,False,1799520.14
241,2,13/01/2012,45.99,3.261,4414.72,12092.63,98.38,708.18,4245.6,7.057,False,1744725.48
242,2,20/01/2012,51.7,3.268,6552.26,4355.69,105.97,1703.1,3376.03,7.057,False,1711769.11
243,2,27/01/2012,50.5,3.29,1920.15,1507.56,86.09,43.4,2613.53,7.057,False,1660906.14
244,2,03/02/2012,55.21,3.36,75149.79,3818.85,221.4,48159.86,7423.61,7.057,False,1935299.94
245,2,10/02/2012,46.98,3.409,13510.89,6674.42,94.07,14114.9,9577.83,7.057,True,2103322.68
246,2,17/02/2012,43.82,3.51,13942.54,14273.24,15.76,4927.14,6650.08,7.057,False,2196688.46
247,2,24/02/2012,54.63,3.555,13048.36,12059.1,10.2,5299.73,10380.03,7.057,False,1861802.7
248,2,02/03/2012,58.79,3.63,23901.27,2144.7,9.0,9799.63,4929.53,7.057,False,1952555.66
249,2,09/03/2012,57.11,3.669,11784.91,368.32,3.0,2498.17,7746.0,7.057,False,1937628.26
250,2,16/03/2012,63.68,3.734,5965.99,230.42,3.0,2650.77,2073.81,7.057,False,1976082.13
251,2,23/03/2012,64.01,3.787,6008.98,139.93,6.63,1650.49,5263.08,7.057,False,1790439.16
252,2,30/03/2012,66.83,3.845,14369.3,164.77,17.0,1017.31,3470.49,7.057,False,1857480.84
253,2,06/04/2012,68.43,3.891,12132.59,1.3,32.58,4874.69,5535.13,6.891,False,2129035.91
254,2,13/04/2012,68.08,3.891,8994.04,6573.08,20.21,4162.2,1966.38,6.891,False,1935869.1
255,2,20/04/2012,65.69,3.877,7311.02,2236.2,33.53,878.07,4080.32,6.891,False,1847344.45
256,2,27/04/2012,67.2,3.814,3076.68,,38.32,108.71,2708.9,6.891,False,1764133.09
257,2,04/05/2012,76.73,3.749,23731.47,,78.09,7931.42,4443.52,6.891,False,1923957.09
258,2,11/05/2012,73.87,3.688,16519.5,,117.38,5131.02,3634.25,6.891,False,1917520.99
259,2,18/05/2012,71.27,3.63,9262.12,,42.67,3694.8,4612.01,6.891,False,2000940.67
260,2,25/05/2012,78.19,3.561,10701.32,,1030.53,3595.04,14920.27,6.891,False,1912791.09
261,2,01/06/2012,78.38,3.501,13091.33,21.0,245.37,2993.15,5521.72,6.891,False,1910092.37
262,2,08/06/2012,78.69,3.452,12162.04,463.6,78.39,3610.78,10877.64,6.891,False,2010216.49
263,2,15/06/2012,80.56,3.393,8573.41,195.0,0.19,4455.38,5288.61,6.891,False,1962924.3
264,2,22/06/2012,81.04,3.346,12126.02,314.0,60.99,6058.6,36430.33,6.891,False,1887733.21
265,2,29/06/2012,86.32,3.286,8495.34,275.8,,1935.16,5686.13,6.891,False,1881046.12
266,2,06/07/2012,84.2,3.227,12355.5,295.05,100.15,6720.4,5506.53,6.565,False,2041507.4
267,2,13/07/2012,80.17,3.256,8354.65,342.25,20.53,5674.44,5012.22,6.565,False,1830075.13
268,2,20/07/2012,83.23,3.311,6961.58,241.2,24.97,3401.36,2453.42,6.565,False,1819666.46
269,2,27/07/2012,86.37,3.407,6999.14,197.72,2.53,6319.33,5007.01,6.565,False,1757923.88
270,2,03/08/2012,90.22,3.417,27650.68,164.58,43.02,21801.9,6652.98,6.565,False,1946104.64
271,2,10/08/2012,88.55,3.494,5554.54,142.3,13.43,4187.43,5286.19,6.565,False,1866719.96
272,2,17/08/2012,84.79,3.571,4774.16,330.78,10.53,4253.28,4927.26,6.565,False,1928016.01
273,2,24/08/2012,76.91,3.62,4759.7,211.38,6.62,2972.88,5102.26,6.565,False,1876788.15
274,2,31/08/2012,82.64,3.638,17500.26,73.22,21.38,12878.62,4756.5,6.565,False,1947083.3
275,2,07/09/2012,87.65,3.73,10658.86,149.28,60.97,2920.9,3275.57,6.565,True,1898777.07
276,2,14/09/2012,75.88,3.717,8325.93,,37.32,1808.69,9314.55,6.565,False,1814806.63
277,2,21/09/2012,71.09,3.721,6707.94,3.82,15.55,1001.42,7607.94,6.565,False,1829415.67
278,2,28/09/2012,79.45,3.666,7106.05,1.91,1.65,1549.1,3946.03,6.565,False,1746470.56
279,3,05/02/2010,45.71,2.572,,,,,,7.368,False,461622.22
280,3,12/02/2010,47.93,2.548,,,,,,7.368,True,420728.96
281,3,19/02/2010,47.07,2.514,,,,,,7.368,False,421642.19
282,3,26/02/2010,52.05,2.561,,,,,,7.368,False,407204.86
283,3,05/03/2010,53.04,2.625,,,,,,7.368,False,415202.04
284,3,12/03/2010,63.08,2.667,,,,,,7.368,False,384200.69
285,3,19/03/2010,60.42,2.72,,,,,,7.368,False,375328.59
286,3,26/03/2010,57.06,2.732,,,,,,7.368,False,359949.27
287,3,02/04/2010,65.56,2.719,,,,,,7.343,False,423294.4
288,3,09/04/2010,68.0,2.77,,,,,,7.343,False,415870.28
289,3,16/04/2010,66.98,2.808,,,,,,7.343,False,354993.26
290,3,23/04/2010,67.87,2.795,,,,,,7.343,False,339976.65
291,3,30/04/2010,70.24,2.78,,,,,,7.343,False,361248.39
292,3,07/05/2010,73.47,2.835,,,,,,7.343,False,399323.86
293,3,14/05/2010,77.18,2.854,,,,,,7.343,False,384357.94
294,3,21/05/2010,75.81,2.826,,,,,,7.343,False,343763.17
295,3,28/05/2010,78.6,2.759,,,,,,7.343,False,350089.23
296,3,04/06/2010,78.53,2.705,,,,,,7.343,False,396968.8
297,3,11/06/2010,82.1,2.668,,,,,,7.343,False,355017.09
298,3,18/06/2010,83.52,2.637,,,,,,7.343,False,364076.85
299,3,25/06/2010,83.79,2.653,,,,,,7.343,False,357346.48
300,3,02/07/2010,82.2,2.669,,,,,,7.346,False,381151.72
301,3,09/07/2010,81.75,2.642,,,,,,7.346,False,349214.18
302,3,16/07/2010,84.32,2.623,,,,,,7.346,False,352728.78
303,3,23/07/2010,83.32,2.608,,,,,,7.346,False,352864.49
304,3,30/07/2010,82.04,2.64,,,,,,7.346,False,347955.05
305,3,06/08/2010,85.13,2.627,,,,,,7.346,False,402635.76
306,3,13/08/2010,86.74,2.692,,,,,,7.346,False,339597.38
307,3,20/08/2010,88.02,2.664,,,,,,7.346,False,351728.21
308,3,27/08/2010,86.15,2.619,,,,,,7.346,False,362134.09
309,3,03/09/2010,84.16,2.577,,,,,,7.346,False,366473.97
310,3,10/09/2010,80.84,2.565,,,,,,7.346,True,352260.97
311,3,17/09/2010,82.36,2.582,,,,,,7.346,False,363064.64
312,3,24/09/2010,76.9,2.624,,,,,,7.346,False,355626.87
313,3,01/10/2010,73.6,2.603,,,,,,7.564,False,358784.1
314,3,08/10/2010,66.99,2.633,,,,,,7.564,False,395107.35
315,3,15/10/2010,69.71,2.72,,,,,,7.564,False,345584.39
316,3,22/10/2010,71.64,2.725,,,,,,7.564,False,348895.98
317,3,29/10/2010,72.04,2.716,,,,,,7.564,False,348591.74
318,3,05/11/2010,62.94,2.689,,,,,,7.564,False,423175.56
319,3,12/11/2010,62.79,2.728,,,,,,7.564,False,386635.03
320,3,19/11/2010,57.72,2.771,,,,,,7.564,False,372545.32
321,3,26/11/2010,68.71,2.735,,,,,,7.564,True,565567.84
322,3,03/12/2010,53.76,2.708,,,,,,7.564,False,476420.77
323,3,10/12/2010,51.13,2.843,,,,,,7.564,False,467642.03
324,3,17/12/2010,52.2,2.869,,,,,,7.564,False,498159.39
325,3,24/12/2010,57.16,2.886,,,,,,7.564,False,605990.41
326,3,31/12/2010,53.2,2.943,,,,,,7.564,True,382677.76
327,3,07/01/2011,53.35,2.976,,,,,,7.551,False,378241.34
328,3,14/01/2011,44.76,2.983,,,,,,7.551,False,381061.1
329,3,21/01/2011,50.74,3.016,,,,,,7.551,False,350876.7
330,3,28/01/2011,48.71,3.01,,,,,,7.551,False,364866.2400000001
331,3,04/02/2011,45.95,2.989,,,,,,7.551,False,438516.53
332,3,11/02/2011,43.57,3.022,,,,,,7.551,True,430526.21
333,3,18/02/2011,61.58,3.045,,,,,,7.551,False,432782.1
334,3,25/02/2011,67.4,3.065,,,,,,7.551,False,397211.19
335,3,04/03/2011,65.11,3.288,,,,,,7.551,False,437084.51
336,3,11/03/2011,61.29,3.459,,,,,,7.551,False,404753.3
337,3,18/03/2011,69.47,3.488,,,,,,7.551,False,392109.51
338,3,25/03/2011,72.94,3.473,,,,,,7.551,False,380683.67
339,3,01/04/2011,68.76,3.524,,,,,,7.574,False,374556.08
340,3,08/04/2011,72.55,3.622,,,,,,7.574,False,384075.31
